epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,115.027,2.55776,0.9712,0.00167,0.79133,0.52886,0.64059,0.27929,2.12996,0.88101,0.00167,0.000614,0.000614,0.000614
37,117.639,2.77977,1.02958,0.00176,0.79015,0.52771,0.63852,0.27826,2.13354,0.87765,0.00167,0.0005744,0.0005744,0.0005744
38,120.167,2.52276,0.9859,0.00164,0.79328,0.5309,0.64276,0.28951,2.08686,0.86879,0.00163,0.0005348,0.0005348,0.0005348
39,122.544,2.63631,0.97651,0.00166,0.80011,0.53486,0.65052,0.30482,2.02977,0.85429,0.00156,0.0004952,0.0004952,0.0004952
40,124.933,2.4389,0.95252,0.00159,0.80454,0.53984,0.65597,0.30325,2.06568,0.85243,0.00156,0.0004556,0.0004556,0.0004556
41,134.724,2.46566,1.15341,0.00169,0.79486,0.53805,0.65027,0.29094,2.12052,0.86243,0.00159,0.000416,0.000416,0.000416
42,136.312,2.53021,1.16799,0.0017,0.78731,0.5323,0.64236,0.28275,2.14756,0.87674,0.00161,0.0003764,0.0003764,0.0003764
43,138.184,2.41812,1.12543,0.00166,0.77779,0.52681,0.63606,0.27746,2.15539,0.88834,0.00161,0.0003368,0.0003368,0.0003368
44,139.706,2.39524,1.09874,0.00165,0.77583,0.52962,0.63524,0.28373,2.10937,0.90032,0.00158,0.0002972,0.0002972,0.0002972
45,141.261,2.41382,1.08077,0.00168,0.77848,0.5309,0.63725,0.28846,2.08495,0.90461,0.00156,0.0002576,0.0002576,0.0002576
46,142.788,2.23739,1.0182,0.00161,0.77903,0.52937,0.63639,0.28992,2.06989,0.91078,0.00155,0.000218,0.000218,0.000218
47,144.333,2.38484,1.08337,0.00168,0.77858,0.53077,0.63664,0.29069,2.06269,0.91899,0.00155,0.0001784,0.0001784,0.0001784
48,145.886,2.28165,1.05618,0.00164,0.77983,0.52911,0.6357,0.29165,2.05371,0.93464,0.00154,0.0001388,0.0001388,0.0001388
49,147.396,2.32136,1.05716,0.00163,0.77782,0.52789,0.63368,0.29217,2.04749,0.94115,0.00154,9.92e-05,9.92e-05,9.92e-05
50,148.987,2.348,1.05394,0.00159,0.77454,0.52768,0.6328,0.293,2.04347,0.94558,0.00154,5.96e-05,5.96e-05,5.96e-05
