epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,77.4433,2.96411,1.14558,0.00207,0.67734,0.4207,0.51466,0.19638,2.42658,1.13246,0.00208,0.0011684,0.0011684,0.0011684
23,79.6208,2.78525,1.09732,0.00189,0.70955,0.44219,0.54971,0.22639,2.27999,1.11766,0.00189,0.0011288,0.0011288,0.0011288
24,82.0907,2.70844,1.07338,0.00178,0.71976,0.44682,0.55298,0.22015,2.33033,1.14089,0.00184,0.0010892,0.0010892,0.0010892
25,84.2658,2.88965,1.13508,0.00184,0.71692,0.44616,0.54726,0.21519,2.37294,1.13654,0.00186,0.0010496,0.0010496,0.0010496
26,86.8196,2.83315,1.11179,0.00182,0.72965,0.45363,0.56009,0.22939,2.31493,1.07588,0.00182,0.00101,0.00101,0.00101
27,89.1767,2.76579,1.05764,0.00178,0.73565,0.45608,0.56387,0.23985,2.25827,1.03114,0.00179,0.0009704,0.0009704,0.0009704
28,91.5852,2.63003,1.01253,0.00172,0.73751,0.45645,0.56889,0.24968,2.18651,0.97714,0.00176,0.0009308,0.0009308,0.0009308
29,94.2145,2.77717,1.02875,0.00185,0.73892,0.45972,0.57261,0.25154,2.18579,0.96456,0.00176,0.0008912,0.0008912,0.0008912
30,96.8477,2.64188,1.00922,0.00175,0.74605,0.46334,0.57886,0.2576,2.17093,0.95373,0.00174,0.0008516,0.0008516,0.0008516
31,99.4994,2.6246,1.00974,0.00173,0.75416,0.46831,0.5869,0.26149,2.16595,0.94654,0.00172,0.000812,0.000812,0.000812
32,102.053,2.74279,1.01596,0.00176,0.76756,0.47614,0.60002,0.25366,2.25941,0.9346,0.00176,0.0007724,0.0007724,0.0007724
33,104.098,2.74865,1.04027,0.00183,0.77471,0.48021,0.60639,0.25267,2.29147,0.93346,0.00178,0.0007328,0.0007328,0.0007328
34,106.412,2.70491,1.01935,0.00172,0.7816,0.48507,0.61397,0.26762,2.22228,0.91807,0.00173,0.0006932,0.0006932,0.0006932
35,108.651,2.63652,1.01042,0.00173,0.79044,0.49015,0.62169,0.28077,2.16664,0.9051,0.00169,0.0006536,0.0006536,0.0006536
36,110.783,2.57277,1.00622,0.00168,0.7884,0.49031,0.62497,0.28092,2.14551,0.90899,0.00169,0.000614,0.000614,0.000614
37,113.015,2.8113,1.02653,0.00182,0.78538,0.48826,0.62085,0.27273,2.17964,0.91351,0.00174,0.0005744,0.0005744,0.0005744
38,115.589,2.6917,1.01381,0.00177,0.78723,0.48903,0.62223,0.26906,2.19695,0.91548,0.00175,0.0005348,0.0005348,0.0005348
39,117.751,2.70604,1.00686,0.00175,0.78992,0.49146,0.62454,0.27144,2.1838,0.91215,0.00174,0.0004952,0.0004952,0.0004952
40,120.025,2.54734,0.9915,0.00169,0.79575,0.49421,0.62939,0.28405,2.13642,0.89716,0.00169,0.0004556,0.0004556,0.0004556
41,136.391,2.53766,1.17857,0.0017,0.79505,0.49388,0.62908,0.28646,2.12392,0.90098,0.00166,0.000416,0.000416,0.000416
42,138.228,2.63949,1.2056,0.00175,0.79091,0.49289,0.62664,0.28623,2.1286,0.91127,0.00165,0.0003764,0.0003764,0.0003764
43,140.334,2.52791,1.1434,0.00173,0.7903,0.49098,0.6241,0.28575,2.13251,0.92608,0.00165,0.0003368,0.0003368,0.0003368
44,142.219,2.48502,1.15243,0.00168,0.78245,0.48683,0.61678,0.27876,2.14957,0.95595,0.00166,0.0002972,0.0002972,0.0002972
45,144.381,2.45258,1.07884,0.00169,0.77671,0.48143,0.60974,0.27377,2.16328,0.97095,0.00166,0.0002576,0.0002576,0.0002576
46,146.238,2.29223,1.05432,0.00162,0.77243,0.47966,0.60642,0.2722,2.16107,0.9831,0.00166,0.000218,0.000218,0.000218
47,148.064,2.34796,1.06817,0.00163,0.76976,0.47792,0.60343,0.27099,2.15816,0.98772,0.00166,0.0001784,0.0001784,0.0001784
48,149.891,2.34021,1.08043,0.00166,0.76925,0.47766,0.60245,0.27301,2.13552,0.99897,0.00164,0.0001388,0.0001388,0.0001388
49,151.724,2.31655,1.04085,0.00163,0.76895,0.47746,0.60212,0.2736,2.12562,1.00168,0.00163,9.92e-05,9.92e-05,9.92e-05
50,153.59,2.29168,1.02867,0.0016,0.76877,0.47821,0.60243,0.27429,2.12195,1.00266,0.00163,5.96e-05,5.96e-05,5.96e-05
