epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,56.4487,2.58001,1.04882,0.00176,0.74316,0.49681,0.59459,0.25375,2.25392,0.97326,0.00174,0.0011288,0.0011288,0.0011288
24,58.4175,2.54289,1.01834,0.00169,0.75371,0.50664,0.60482,0.26602,2.19313,0.9478,0.0017,0.0010892,0.0010892,0.0010892
25,60.7067,2.60987,1.03956,0.00176,0.75291,0.50229,0.59867,0.26049,2.20291,0.95327,0.00171,0.0010496,0.0010496,0.0010496
26,62.6626,2.52875,1.01564,0.00171,0.74502,0.50026,0.59332,0.25199,2.23632,0.9556,0.00174,0.00101,0.00101,0.00101
27,64.941,2.57927,1.01999,0.0017,0.74187,0.49387,0.58318,0.23955,2.29411,0.97251,0.00179,0.0009704,0.0009704,0.0009704
28,67.2689,2.52374,0.99827,0.0017,0.74191,0.49872,0.58852,0.24778,2.25275,0.94333,0.00175,0.0009308,0.0009308,0.0009308
29,69.8294,2.59819,1.00129,0.0017,0.75256,0.50754,0.59995,0.27216,2.11737,0.90779,0.00163,0.0008912,0.0008912,0.0008912
30,72.1568,2.38631,0.96663,0.0016,0.7696,0.51606,0.61337,0.28646,2.05354,0.88952,0.00157,0.0008516,0.0008516,0.0008516
31,74.6693,2.53415,0.9752,0.00173,0.78019,0.51941,0.62236,0.2953,2.04713,0.87765,0.00157,0.000812,0.000812,0.000812
32,77.2399,2.65894,1.00372,0.0018,0.8144,0.53447,0.6519,0.31133,2.03152,0.86303,0.00155,0.0007724,0.0007724,0.0007724
33,79.2574,2.43253,0.97694,0.00168,0.81289,0.53741,0.65629,0.31232,2.02771,0.85903,0.00155,0.0007328,0.0007328,0.0007328
34,81.751,2.53654,0.98788,0.00169,0.81482,0.54009,0.65753,0.29935,2.0622,0.87204,0.00158,0.0006932,0.0006932,0.0006932
35,84.2056,2.47124,0.99815,0.00167,0.81315,0.53728,0.65253,0.28341,2.12383,0.88859,0.00164,0.0006536,0.0006536,0.0006536
36,86.8136,2.49069,0.96393,0.00166,0.81588,0.5369,0.65383,0.28022,2.16177,0.88402,0.00169,0.000614,0.000614,0.000614
37,89.3173,2.64557,1.00093,0.00169,0.82224,0.54073,0.66018,0.29377,2.12006,0.86234,0.00166,0.0005744,0.0005744,0.0005744
38,91.5316,2.39516,0.95781,0.00158,0.82541,0.54558,0.66849,0.31644,2.03437,0.83699,0.00158,0.0005348,0.0005348,0.0005348
39,93.6172,2.53011,0.94501,0.00164,0.83323,0.54734,0.67367,0.3313,1.97368,0.82102,0.00151,0.0004952,0.0004952,0.0004952
40,95.4662,2.33043,0.92752,0.00157,0.83157,0.54443,0.66883,0.3102,2.08361,0.83689,0.00158,0.0004556,0.0004556,0.0004556
41,100.488,2.27225,1.09682,0.00162,0.82302,0.54162,0.66474,0.29581,2.14527,0.85968,0.00162,0.000416,0.000416,0.000416
42,102.031,2.34901,1.10667,0.00164,0.82243,0.5383,0.66271,0.29399,2.14377,0.87542,0.00161,0.0003764,0.0003764,0.0003764
43,103.583,2.23601,1.06889,0.00159,0.8202,0.53992,0.66265,0.30302,2.09563,0.88062,0.00157,0.0003368,0.0003368,0.0003368
44,105.128,2.24893,1.05138,0.0016,0.82016,0.54545,0.6672,0.31774,2.00916,0.88667,0.00151,0.0002972,0.0002972,0.0002972
45,106.677,2.28529,1.03314,0.00162,0.81718,0.54597,0.66523,0.32086,1.98868,0.89442,0.0015,0.0002576,0.0002576,0.0002576
46,108.174,2.12251,0.98968,0.00156,0.81394,0.54431,0.66394,0.31756,1.99389,0.90645,0.0015,0.000218,0.000218,0.000218
47,109.735,2.2557,1.04693,0.00161,0.81149,0.54469,0.66291,0.31621,1.99398,0.91798,0.0015,0.0001784,0.0001784,0.0001784
48,111.274,2.17159,1.02587,0.00159,0.81153,0.5466,0.66403,0.31593,1.98354,0.93144,0.00149,0.0001388,0.0001388,0.0001388
49,112.787,2.19798,1.02343,0.00157,0.81056,0.5463,0.66376,0.3177,1.97201,0.93528,0.00148,9.92e-05,9.92e-05,9.92e-05
50,114.32,2.21211,1.01062,0.00152,0.80987,0.54603,0.66342,0.31894,1.96646,0.93889,0.00148,5.96e-05,5.96e-05,5.96e-05
